	x_umap_data_2	y_umap_data_2	umap_labels_2_spherical-kmeans_4	umap_labels_2_spherical-kmeans_5	umap_labels_2_spherical-kmeans_6	umap_labels_2_spherical-kmeans_7	umap_labels_2_spherical-kmeans_8	label_for_umap	lang	text	script_type	translation	comments
39	1.8135018	3.7206888	1	1	1	1	7	HI	ur	منٹ	Urdu	minute	None/not applicable
40	-0.7384368	6.268352	3	3	3	3	6	HI	ur	مراحل	Urdu	stages/steps	None/not applicable
41	1.9090592	4.7308483	1	1	1	0	7	HI	ur	ٹھنڈے	Urdu	cold	None/not applicable
42	3.1450956	3.4827378	1	1	2	2	4	HI	ur	تحریر	Urdu	writing/text	None/not applicable
43	2.179998	3.862953	1	1	2	2	7	HI	ur	آدھ	Urdu	half	None/not applicable
44	-0.8849388	7.7498307	3	3	3	3	6	HI	ur	طریقے	Urdu	method/methods	Oblique case
45	0.3813334	3.3271704	1	1	1	1	1	HI	ur	کرکے	Urdu	by doing/having done	Conjunctive participle
46	3.1777527	4.918229	1	0	0	0	0	HI	ur	گرام	Urdu	gram	None/not applicable
47	0.35740814	3.1398823	1	1	1	1	1	HI	ur	کیجئے	Urdu	please do (imperative)	"Translating this verb as ""do"" works fine here. However, this verb may have different meanings depending on the context and depending on the nouns it occurs with. "
48	0.4841542	3.2184386	1	1	1	1	1	HI	ur	کرلیں	Urdu	do (imperative)	"Translating this verb as ""do"" works fine here. However, this verb may have different meanings depending on the context and depending on the nouns it occurs with. "
49	0.7768055	3.0052521	1	1	1	1	1	HI	ur	فرمائیں	Urdu	please do (imperative)	"The word is a little hard to translate in isolation. Farmana basically means ""to say"" but this verb is used in polite requests and can receive different translations depending on context. Translating this as ""do"" works fine here. "
50	2.82467	5.5980344	1	0	0	0	3	HI	ur	نمک	Urdu	salt	None/not applicable
51	2.1283085	3.7725742	1	1	2	2	7	HI	ur	گھنٹے	Urdu	hour/hours	Oblique case
52	4.938261	2.1748478	2	2	5	5	2	HI	en	tutorial	Latin	None/not applicable	None/not applicable
53	7.238915	5.027752	0	4	4	4	5	HI	en	recipe	Latin	None/not applicable	None/not applicable
54	3.991522	5.504232	0	0	0	6	0	HI	en	ingredients	Latin	None/not applicable	None/not applicable
55	7.392752	4.840387	0	4	4	4	5	HI	en	recipes	Latin	None/not applicable	None/not applicable
56	5.6155233	2.2603104	2	2	5	5	2	HI	en	instructions	Latin	None/not applicable	None/not applicable
57	5.5894985	2.739676	2	2	5	5	2	HI	en	tips	Latin	None/not applicable	None/not applicable
58	1.2298646	3.7819278	1	1	1	1	7	HI	en	here’s	Latin	None/not applicable	None/not applicable
59	-0.81249756	6.1565213	3	3	3	3	6	HI	en	steps	Latin	None/not applicable	None/not applicable
60	5.6747217	2.1879647	2	2	5	5	2	HI	en	directions	Latin	None/not applicable	None/not applicable
61	3.1284077	3.7771559	1	1	2	2	4	HI	en	blog	Latin	None/not applicable	None/not applicable
62	6.7228394	6.6564617	0	4	4	4	5	HI	en	preparation	Latin	None/not applicable	None/not applicable
63	2.9521015	3.3521514	1	1	2	2	4	HI	en	note	Latin	None/not applicable	None/not applicable
64	5.7244596	2.0927365	2	2	5	5	2	HI	en	guide	Latin	None/not applicable	None/not applicable
65	-0.7796327	7.9407487	3	3	3	3	6	HI	en	pattern	Latin	None/not applicable	None/not applicable
66	-1.5139081	8.865308	3	3	3	3	6	HI	en	how	Latin	None/not applicable	None/not applicable
67	3.0841553	3.741838	1	1	2	2	4	HI	en	post	Latin	None/not applicable	None/not applicable
68	2.1652193	5.3490205	1	0	0	0	3	HI	en	rack	Latin	None/not applicable	None/not applicable
69	-0.8331841	6.1320896	3	3	3	3	6	HI	en	step	Latin	None/not applicable	None/not applicable
70	-0.85162884	7.742742	3	3	3	3	6	HI	en	method	Latin	None/not applicable	None/not applicable
71	1.9903941	4.161195	1	1	1	1	7	HI	en	add	Latin	None/not applicable	None/not applicable
72	2.2526422	5.5198693	1	0	0	0	3	HI	en	chop	Latin	None/not applicable	None/not applicable
73	6.547451	6.7748556	0	4	4	4	5	HI	en	preheat	Latin	None/not applicable	None/not applicable
74	6.6652136	6.708277	0	4	4	4	5	HI	en	prepare	Latin	None/not applicable	None/not applicable
75	1.6660633	3.7113652	1	1	1	1	7	HI	en	mom	Latin	None/not applicable	None/not applicable
76	1.1638141	4.147949	1	1	1	1	7	HI	en	below	Latin	None/not applicable	None/not applicable
77	2.9425492	5.7492557	1	0	0	0	3	HI	en	spice	Latin	None/not applicable	None/not applicable
78	7.3982134	4.8386383	0	4	4	4	5	HI	fr	recettes	Latin	recipes	None/not applicable
79	7.203516	5.0039124	0	4	4	4	5	HI	fr	recette	Latin	recipe	None/not applicable
80	5.5648108	2.225872	2	2	5	5	2	HI	fr	instructions	Latin	instructions	None/not applicable
81	3.787255	5.6702194	0	0	0	6	0	HI	fr	légumes	Latin	vegetables	None/not applicable
82	5.664338	2.6314402	2	2	5	5	2	HI	fr	conseils	Latin	tips	None/not applicable
83	3.0930548	4.9526224	1	0	0	0	0	HI	fr	kg	Latin	kg	None/not applicable
84	2.4418185	5.7286906	1	0	0	0	3	HI	fr	cuillère	Latin	spoon	None/not applicable
85	2.555637	5.7889934	1	0	0	0	3	HI	fr	cuillères	Latin	spoons	None/not applicable
86	0.028540576	3.6645305	1	1	1	1	1	HI	fr	procéder	Latin	proceed	None/not applicable
87	2.2391274	3.2744136	1	1	2	2	4	HI	fr	personnes	Latin	people	None/not applicable
88	-0.7648657	6.2299113	3	3	3	3	6	HI	fr	étapes	Latin	steps	None/not applicable
89	-0.72535837	6.926695	3	3	3	3	6	HI	fr	procédure	Latin	procedure	None/not applicable
90	6.7801676	6.603728	0	4	4	4	5	HI	fr	préparation	Latin	preparation	None/not applicable
91	5.1499224	2.0799189	2	2	5	5	2	HI	fr	tutoriel	Latin	tutorial	None/not applicable
92	4.023781	5.537304	0	0	0	6	0	HI	fr	ingrédients	Latin	ingredients	None/not applicable
93	0.7713572	2.9566905	1	1	1	1	1	HI	fr	découvrez	Latin	discover (imp.)	None/not applicable
94	0.34563813	3.0312955	1	1	1	1	1	HI	fr	faites-les	Latin	make them (imp.)	None/not applicable
95	1.0587014	4.037338	1	1	1	1	7	HI	fr	installé	Latin	installed	None/not applicable
96	5.733626	2.0894501	2	2	5	5	2	HI	fr	guide	Latin	guide	None/not applicable
97	0.33739695	3.275931	1	1	1	1	1	HI	fr	faites	Latin	do (imp.)	None/not applicable
98	0.16813935	3.697599	1	1	1	1	1	HI	fr	servir	Latin	serve	None/not applicable
99	3.109465	4.9875746	1	0	0	0	0	HI	fr	250g	Latin	250g	None/not applicable
100	0.96076834	3.2987475	1	1	1	1	1	HI	fr	suffit	Latin	is enough	None/not applicable
101	7.189554	4.968739	0	4	4	4	5	HI	fr	cuisine	Latin	cooking / kitchen	Context required
102	0.19357257	3.4642956	1	1	1	1	1	HI	fr	réaliser	Latin	achieve	None/not applicable
103	3.2633448	3.1997523	1	1	2	2	4	HI	fr	article	Latin	article	None/not applicable
